sno sname sex cls collage grade major
20190001376 广宏儒 男 2019篮球专项1班 体育科学学院 2019 篮球专项
20190001377 谢安宁 男 2019篮球专项1班 体育科学学院 2019 篮球专项
20190001378 居嘉祥 男 2019篮球专项1班 体育科学学院 2019 篮球专项
20190001379 吕玲丽 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001380 贾情文 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001381 赵高洁 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001382 段彦珺 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001383 孙仪芳 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001384 郭惠娅 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001385 袁天恩 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001386 武瑜璟 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001387 尹夏尔 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001388 潘虹颖 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001389 戴亚玲 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001390 贾米琪 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001391 谭清润 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001392 汪白筠 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001393 丁余馥 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001394 邹依霜 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001395 石湘灵 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001396 邱虹颖 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001397 苏米琪 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001398 段芷蝶 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001399 陈敏丽 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001400 钱水瑶 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001401 侯纯洁 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001402 黄曼云 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001403 陆海云 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001404 王玉华 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001405 江湛英 女 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001406 常奇玮 男 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001407 孙凯乐 男 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001408 燕天纵 男 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001409 闻建元 男 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001410 鱼乐心 男 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001411 红星纬 男 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001412 陆开诚 男 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001413 于光临 男 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001414 薛温茂 男 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001415 何永望 男 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001416 劳阳飇 男 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001417 满浩瀚 男 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001418 杜凯凯 男 2019篮球专项2班 体育科学学院 2019 篮球专项
20190001419 龙欣然 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001420 卢语海 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001421 毛盼柳 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001422 蒋依楠 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001423 叶七微 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001424 曹雨莹 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001425 苏瑾琳 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001426 贺娇洁 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001427 钟和璧 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001428 邓冠芳 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001429 程晶燕 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001430 吕玲丽 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001431 贾情文 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001432 赵高洁 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001433 段彦珺 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001434 孙仪芳 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001435 郭惠娅 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001436 袁天恩 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001437 武瑜璟 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001438 尹夏尔 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001439 潘虹颖 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001440 戴亚玲 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001441 贾米琪 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001442 谭清润 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001443 汪白筠 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001444 丁余馥 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001445 邹依霜 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001446 石湘灵 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001447 邱虹颖 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001448 苏米琪 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001449 段芷蝶 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001450 陈敏丽 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001451 钱水瑶 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001452 侯纯洁 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001453 黄曼云 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001454 陆海云 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001455 王玉华 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001456 江湛英 女 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001457 朱博学 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001458 贾向荣 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001459 常奇玮 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001460 孙凯乐 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001461 燕天纵 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001462 闻建元 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001463 鱼乐心 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001464 红星纬 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001465 陆开诚 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001466 于光临 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001467 薛温茂 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001468 何永望 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001469 劳阳飇 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001470 满浩瀚 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001471 杜凯凯 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001472 车奇迈 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001473 赖茂典 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001474 乜皓轩 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001475 薛经武 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001476 濮文滨 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001477 巴同和 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001478 广宏儒 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001479 谢安宁 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001480 居嘉祥 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001481 高建华 男 2019篮球专项3班 体育科学学院 2019 篮球专项
20190001482 吕玲丽 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001483 贾情文 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001484 赵高洁 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001485 段彦珺 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001486 孙仪芳 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001487 郭惠娅 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001488 袁天恩 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001489 武瑜璟 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001490 尹夏尔 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001491 潘虹颖 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001492 戴亚玲 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001493 贾米琪 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001494 谭清润 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001495 汪白筠 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001496 丁余馥 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001497 邹依霜 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001498 石湘灵 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001499 邱虹颖 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001500 苏米琪 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001501 段芷蝶 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001502 陈敏丽 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001503 钱水瑶 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001504 侯纯洁 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001505 黄曼云 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001506 陆海云 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001507 王玉华 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001508 江湛英 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001509 马冷菱 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001510 田芷茹 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001511 白从灵 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001512 汪颀秀 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001513 郭惠琴 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001514 孙梦香 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001515 杜曼安 女 2019运动康复1班 体育科学学院 2019 运动康复
20190001516 劳阳飇 男 2019运动康复1班 体育科学学院 2019 运动康复
20190001517 满浩瀚 男 2019运动康复1班 体育科学学院 2019 运动康复
20190001518 杜凯凯 男 2019运动康复1班 体育科学学院 2019 运动康复
20190001519 车奇迈 男 2019运动康复1班 体育科学学院 2019 运动康复
20190001520 赖茂典 男 2019运动康复1班 体育科学学院 2019 运动康复
20190001521 乜皓轩 男 2019运动康复1班 体育科学学院 2019 运动康复
20190001522 薛经武 男 2019运动康复1班 体育科学学院 2019 运动康复
20190001523 濮文滨 男 2019运动康复1班 体育科学学院 2019 运动康复
20190001524 巴同和 男 2019运动康复1班 体育科学学院 2019 运动康复
20190001525 广宏儒 男 2019运动康复1班 体育科学学院 2019 运动康复
20190001526 贺娇洁 女 2019运动康复2班 体育科学学院 2019 运动康复
20190001527 钟和璧 女 2019运动康复2班 体育科学学院 2019 运动康复
20190001528 邓冠芳 女 2019运动康复2班 体育科学学院 2019 运动康复
20190001529 程晶燕 女 2019运动康复2班 体育科学学院 2019 运动康复
20190001530 吕玲丽 女 2019运动康复2班 体育科学学院 2019 运动康复
20190001531 贾情文 女 2019运动康复2班 体育科学学院 2019 运动康复
20190001532 赵高洁 女 2019运动康复2班 体育科学学院 2019 运动康复
20190001533 段彦珺 女 2019运动康复2班 体育科学学院 2019 运动康复
