tno tname collage title leadclass sex
55002677 陈承宣 化学化工学院 副教授  男
55002678 姚烨赫 航空航天工程学院 副教授  男
55002679 方安福 航空航天工程学院 讲师  男
55002680 田涵涤 航空航天工程学院 讲师  男
55002681 武立轩 航空航天工程学院 副教授  男
55002682 姚玉宇 航空航天工程学院 讲师  男
55002683 谭鹏池 化学化工学院 教授  男
55002684 黄康平 化学化工学院 讲师  男
55002685 刘乐天 物理科学学院 副教授  男
55002686 何光辉 物理科学学院 讲师  男
55002687 侯鹏飞 物理科学学院 教授  男
55002688 朱高翰 航空航天工程学院 讲师  男
55002689 范涵涤 航空航天工程学院 讲师  男
55002690 姜和硕 航空航天工程学院 副教授  男
55002691 赵修永 航空航天工程学院 讲师  男
55002692 邵经艺 体育科学学院 副教授  男
55002693 冯高义 体育科学学院 讲师  男
55002694 崔文乐 数学与统计学院 教授  男
55002695 曾华皓 数学与统计学院 副教授  男
55002696 邹子晋 电子电气工程学院 副教授  男
55002697 何晋鹏 电子电气工程学院 副教授  男
55002698 许英发 电子电气工程学院 讲师  男
55002699 漕彭魄 电子电气工程学院 教授  男
55002700 廖安国 音乐与舞蹈学院 副教授  男
